,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
SETMAR1,3.33012270885458e-17,0.36567220938152,0.008,0.263,6.53103665660561e-13,3,SETMAR
ZFYVE9,3.33012331816066e-17,0.423729225449065,0.008,0.263,6.53103785157669e-13,3,ZFYVE9
PISD,3.41583288131726e-17,0.622404319942357,0.004,0.254,6.69913144683942e-13,3,PISD
PPP1R9B,3.53130146335407e-17,1.2164386569485,0.017,0.281,6.92558842993001e-13,3,PPP1R9B
TENT2,3.57783036849586e-17,0.964961522235932,0.017,0.281,7.01684091869408e-13,3,TENT2
AC093673.1,3.57783036849586e-17,0.761953324480383,0.017,0.281,7.01684091869408e-13,3,AC093673.1
VARS2,3.77379843994572e-17,1.50622802060373,0.013,0.272,7.40117350042154e-13,3,VARS2
ADGRL1,3.77379843994572e-17,1.6402573134717,0.013,0.272,7.40117350042154e-13,3,ADGRL1
ZNF691,3.93001197361612e-17,0.60810041050732,0.008,0.263,7.70753948265593e-13,3,ZNF691
FLT41,3.93001197361612e-17,0.98389984446381,0.008,0.263,7.70753948265593e-13,3,FLT4
MAT2B,4.21124996750692e-17,1.01097456924794,0.017,0.28,8.25910343627458e-13,3,MAT2B
MANBA,4.22043609892419e-17,0.623321701783035,0.017,0.28,8.27711927721011e-13,3,MANBA
RIPK4,4.63683306928638e-17,0.901142000443315,0.008,0.262,9.09375701548444e-13,3,RIPK4
DUS4L,4.96640631383841e-17,1.2544720048869,0.017,0.279,9.74011606269989e-13,3,DUS4L
TMEM220,5.13665283814773e-17,0.344792137504804,0.013,0.27,1.00740035461753e-12,3,TMEM220
DPY19L4,5.23966564687447e-17,0.358837150842336,0.013,0.27,1.02760322666502e-12,3,DPY19L4
AGO4,5.46944795698831e-17,1.30592057277753,0.008,0.261,1.07266813332455e-12,3,AGO4
GLE1,5.80480674946638e-17,0.88805234579358,0.017,0.278,1.13843869970535e-12,3,GLE1
LRRCC11,6.02709393016128e-17,1.36385698457654,0.021,0.287,1.18203366158323e-12,3,LRRCC1
CPQ,6.40053750549312e-17,0.946732551503117,0.021,0.287,1.25527341557731e-12,3,CPQ
USPL1,6.61621082276671e-17,0.56015986812988,0.004,0.25,1.29757126656101e-12,3,USPL1
ZNF337,6.91713936549644e-17,1.40112020384153,0.017,0.277,1.35658937236116e-12,3,ZNF337
CDKN1C,7.28387897363531e-17,0.555108422103726,0.013,0.268,1.42851434430936e-12,3,CDKN1C
SACS1,7.29993431947482e-17,1.31144786477365,0.013,0.268,1.4316631187354e-12,3,SACS
ATG2A,7.80055274680174e-17,0.375842597609585,0.004,0.25,1.52984440470276e-12,3,ATG2A
VPS35L,7.80055274680174e-17,0.355175397042631,0.004,0.25,1.52984440470276e-12,3,VPS35L
FPGT,8.41656475566582e-17,0.381976655042065,0.013,0.267,1.65065667988118e-12,3,FPGT
CDKN1A1,8.60376298160431e-17,0.251724752960055,0.013,0.267,1.68736999595224e-12,3,CDKN1A
PSMA1,8.76162498731686e-17,0.678805287595813,0.352,0.991,1.71832989251258e-12,3,PSMA1
ARL4D,9.58287268436529e-17,0.85605097632375,0.017,0.276,1.87939299085772e-12,3,ARL4D
NRARP1,1.01379966625405e-16,1.21844892270317,0.013,0.266,1.98826390545744e-12,3,NRARP
NFKBIE,1.05514761895797e-16,1.54810221587972,0.021,0.284,2.06935551030038e-12,3,NFKBIE
PSTK,1.05627659910341e-16,0.658797288196882,0.008,0.257,2.07156966616161e-12,3,PSTK
FGF13,1.05967084499671e-16,1.12672343649693,0.021,0.284,2.07822646120754e-12,3,FGF13
MYD88,1.19429122847812e-16,0.988418294723072,0.013,0.265,2.34224395729128e-12,3,MYD88
STIL1,1.24443951369089e-16,0.936232758533937,0.008,0.256,2.44059477425057e-12,3,STIL
LIN541,1.24443951369089e-16,0.295947131507691,0.008,0.256,2.44059477425057e-12,3,LIN54
PLCB21,1.24443951369089e-16,0.591297177944569,0.008,0.256,2.44059477425057e-12,3,PLCB2
ART3,1.24494095557787e-16,1.27373634238914,0.021,0.283,2.44157820207932e-12,3,ART3
PHB,1.32169199915091e-16,0.554208931491113,0.347,0.993,2.59210234873477e-12,3,PHB
ZNF302,1.33205296291338e-16,1.66595242154696,0.017,0.274,2.61242227086572e-12,3,ZNF302
FCHO1,1.40041808040238e-16,0.882777249729047,0.013,0.264,2.74649993928516e-12,3,FCHO1
PCLO1,1.46576761803183e-16,0.577268549914837,0.008,0.255,2.87466345248402e-12,3,PCLO
PSMB4,1.54913156392834e-16,0.963581956126949,0.356,0.994,3.03815682317626e-12,3,PSMB4
USP45,1.56821075028182e-16,1.49991587592147,0.017,0.273,3.07557492345270e-12,3,USP45
SLC52A3,1.65618853552633e-16,1.58094373537434,0.013,0.263,3.24811695587423e-12,3,SLC52A3
POLA21,1.65618882448167e-16,1.1498251626529,0.013,0.263,3.24811752257346e-12,3,POLA2
PHLDB11,1.65618882448167e-16,1.56967104181058,0.013,0.263,3.24811752257346e-12,3,PHLDB1
DNAH11,1.72809019527066e-16,1.08647309027186,0.021,0.281,3.38913049096481e-12,3,DNAH11
MICALL21,1.93263167117976e-16,0.730242842286772,0.013,0.263,3.79027723351774e-12,3,MICALL2
WDR89,2.03205186121361e-16,1.35762409945704,0.008,0.253,3.98526011021213e-12,3,WDR89
LIN37,2.03306250838848e-16,1.53555461764553,0.021,0.28,3.98724219145149e-12,3,LIN37
MINDY3,2.1626075648668e-16,0.750440197462429,0.017,0.271,4.24130595621678e-12,3,MINDY3
NR1D21,2.29450463149733e-16,1.08762344683068,0.013,0.262,4.49998248329256e-12,3,NR1D2
SAP1301,2.38643470797751e-16,0.415896609919344,0.008,0.252,4.68027574928549e-12,3,SAP130
CRAT1,2.39173601229837e-16,0.607902941189527,0.008,0.252,4.69067266731957e-12,3,CRAT
SUN21,2.39173601229837e-16,1.10050823058778,0.008,0.252,4.69067266731957e-12,3,SUN2
WDPCP,2.39173644023447e-16,1.11154353588304,0.008,0.252,4.69067350658783e-12,3,WDPCP
EFL1,2.39173644023447e-16,0.789487088196009,0.008,0.252,4.69067350658783e-12,3,EFL1
AC009119.1,2.39173644023447e-16,1.35185695189646,0.008,0.252,4.69067350658783e-12,3,AC009119.1
LZTR1,2.50066993353141e-16,0.921872774927442,0.017,0.27,4.90431387364181e-12,3,LZTR1
FAM171A2,2.6064625433459e-16,1.85326538474404,0.025,0.288,5.11179434000998e-12,3,FAM171A2
PSTPIP21,2.62412551225159e-16,0.666394705445947,0.013,0.261,5.14643495462781e-12,3,PSTPIP2
TMSB10,2.67489550232809e-16,0.47352162452475,0.958,1,5.24600505916585e-12,3,TMSB10
SENP21,2.69384242009671e-16,0.636131017742261,0.013,0.261,5.28316375429367e-12,3,SENP2
TRAPPC11,2.69973444783763e-16,0.456054134990722,0.013,0.261,5.29471919909916e-12,3,TRAPPC11
PHKA1,2.69973491603625e-16,1.16392809545398,0.013,0.261,5.2947201173303e-12,3,PHKA1
VSNL1,2.79996657956992e-16,1.42808919096146,0.021,0.278,5.49129445585253e-12,3,VSNL1
RAB17,2.81441256495238e-16,0.994834838919065,0.008,0.251,5.51962592238461e-12,3,RAB17
ING3,2.81441357019395e-16,0.883060993486179,0.008,0.251,5.51962789386437e-12,3,ING3
SNX16,3.00521184763258e-16,2.07903575171551,0.017,0.269,5.89382147557701e-12,3,SNX16
DHRS2,3.03785806274139e-16,1.04629592021442,0.025,0.287,5.95784723264842e-12,3,DHRS2
TBC1D14,3.17576662617389e-16,1.3059711582952,0.013,0.26,6.22831350725224e-12,3,TBC1D14
KIAA0895L,3.17576662617389e-16,0.923039973658267,0.013,0.26,6.22831350725224e-12,3,KIAA0895L
TTC39A,3.20888441159261e-16,0.890990950541543,0.021,0.277,6.29326410801542e-12,3,TTC39A
TBKBP1,3.31099614207954e-16,0.981614263195238,0.008,0.25,6.49352563384639e-12,3,TBKBP1
AARS2,3.31099673227742e-16,0.749811100892102,0.008,0.25,6.49352679134248e-12,3,AARS2
PLCB3,3.48089338275243e-16,1.43895389948531,0.017,0.268,6.82672810225407e-12,3,PLCB3
VIPAS39,3.53369312909715e-16,0.99187453083233,0.017,0.268,6.93027896478534e-12,3,VIPAS39
SPATA2L,3.6862889621602e-16,0.385422805386224,0.013,0.259,7.22954991258859e-12,3,SPATA2L
TKFC,3.71858502236738e-16,0.784008271611833,0.013,0.259,7.29288894586691e-12,3,TKFC
CACFD1,3.89426882966831e-16,0.767256600849277,0.008,0.25,7.6374400287455e-12,3,CACFD1
ESPL11,4.15410157295484e-16,1.44022282009846,0.017,0.267,8.14702400487903e-12,3,ESPL1
SPTLC31,4.38171651570237e-16,0.434170919276732,0.013,0.258,8.59342243059548e-12,3,SPTLC3
THRA,4.55567374861282e-16,1.11816396362984,0.021,0.276,8.93458735577947e-12,3,THRA
ITPK1,4.56533178870882e-16,2.12546028963737,0.021,0.276,8.95352870401574e-12,3,ITPK1
PHF13,4.86133864881187e-16,1.57166107062696,0.017,0.266,9.53405735804984e-12,3,PHF13
HLF,4.88225255018628e-16,1.26989036488164,0.017,0.266,9.57507370142533e-12,3,HLF
CCDC120,4.88225255018628e-16,1.15124420357604,0.017,0.266,9.57507370142533e-12,3,CCDC120
DNA21,5.1618443187512e-16,0.835826176149138,0.013,0.257,1.01234090779349e-11,3,DNA2
KLF7,5.16184609476819e-16,1.74006430883791,0.013,0.257,1.01234125610594e-11,3,KLF7
ENPP4,5.16184609476819e-16,0.505321196016577,0.013,0.257,1.01234125610594e-11,3,ENPP4
S100B,5.18527411120067e-16,1.65236939917205,0.038,0.309,1.01693595868868e-11,3,S100B
SPC251,5.46486122622224e-16,1.83183958559666,0.042,0.318,1.07176858368671e-11,3,SPC25
UBL5,5.55267812918011e-16,0.391916454619419,0.369,0.996,1.0889912346948e-11,3,UBL5
TUBB4B1,5.95994082617372e-16,0.428273787866716,0.36,0.98,1.16886359482919e-11,3,TUBB4B
KBTBD4,6.06618342642908e-16,1.57438898052688,0.013,0.256,1.18969989359127e-11,3,KBTBD4
FOXN3,6.18329874319591e-16,1.4835372820112,0.03,0.291,1.21266854951558e-11,3,FOXN3
CNNM4,6.26024370007473e-16,2.07962971674192,0.03,0.291,1.22775899445866e-11,3,CNNM4
BTBD1,6.84536806694739e-16,2.44021699774086,0.025,0.282,1.34251358528972e-11,3,BTBD1
TBCK,7.12725754419319e-16,1.49428874357483,0.013,0.255,1.39779774956717e-11,3,TBCK
BRAP,7.8844613564254e-16,1.68556688140849,0.025,0.281,1.54630056122215e-11,3,BRAP
IL22RA22,7.91444199625322e-16,1.25582939053135,0.017,0.263,1.55218036430518e-11,3,IL22RA2
KDM4A,8.35378567520323e-16,0.936690413194878,0.013,0.254,1.63834444662086e-11,3,KDM4A
SLC25A38,8.37193007522889e-16,1.84243378185326,0.013,0.254,1.64190292635389e-11,3,SLC25A38
PRXL2B,8.50970447004245e-16,1.9848510328582,0.03,0.289,1.66892324066473e-11,3,PRXL2B
CDCA31,8.87974956593017e-16,1.10171295291743,0.034,0.298,1.74149648487023e-11,3,CDCA3
SMOX,9.15450201981631e-16,1.0781234563521,0.034,0.298,1.79538093612638e-11,3,SMOX
GIGYF1,9.29275621155384e-16,1.6293052238213,0.017,0.263,1.82249534820994e-11,3,GIGYF1
SARS2,9.83162941706288e-16,1.13995900430083,0.013,0.253,1.92817916127437e-11,3,SARS2
ETFDH,1.01892626697319e-15,2.13445647210823,0.021,0.271,1.99831819478783e-11,3,ETFDH
ARHGAP11A1,1.0838702274092e-15,2.2439186640178,0.034,0.297,2.12568628999493e-11,3,ARHGAP11A
NCAPG1,1.09785800382843e-15,1.18618603263641,0.03,0.288,2.15311911710832e-11,3,NCAPG
FA2H,1.10567405411527e-15,2.22620501988424,0.025,0.279,2.16844795493087e-11,3,FA2H
CALM1,1.11173373664017e-15,0.3305749110886,0.381,0.996,2.1803322042987e-11,3,CALM1
GPATCH1,1.15430871873785e-15,0.856824850186646,0.013,0.252,2.26383025918866e-11,3,GPATCH1
ERCC6L2,1.19552992088815e-15,2.34250141561216,0.021,0.27,2.34467328084584e-11,3,ERCC6L2
SAMHD1,1.28593418556291e-15,1.63563830609139,0.025,0.278,2.52197412472598e-11,3,SAMHD1
FXN,1.47064309551253e-15,0.825931916557173,0.025,0.277,2.88422523891917e-11,3,FXN
TRIM13,1.48289369380499e-15,1.15752247751311,0.025,0.277,2.90825111229036e-11,3,TRIM13
SEM1,1.53858636221875e-15,0.487462175577487,0.36,0.996,3.01747557358342e-11,3,SEM1
ODF21,1.71024137729478e-15,1.32472972611978,0.017,0.259,3.35412538915053e-11,3,ODF2
UCHL1,1.73476258949678e-15,1.22024130809386,0.03,0.285,3.40221639052109e-11,3,UCHL1
FABP51,1.77799509615803e-15,0.781321936331673,0.034,0.292,3.48700398258514e-11,3,FABP5
HJURP1,1.79048743352977e-15,0.78925065295463,0.013,0.25,3.51150395463859e-11,3,HJURP
HIST1H1B1,1.90581897013981e-15,1.48334357967063,0.089,0.403,3.7376921642382e-11,3,HIST1H1B
PRKCZ,2.06634880581083e-15,0.836335327278579,0.017,0.258,4.05252327795621e-11,3,PRKCZ
EML1,2.42272462507228e-15,2.35533417575786,0.017,0.257,4.75144753469176e-11,3,EML1
C11orf98,2.61590320550799e-15,0.84336781378247,0.021,0.265,5.13030936664227e-11,3,C11orf98
LTO1,2.6323787138746e-15,0.934502406963561,0.021,0.265,5.16262113365086e-11,3,LTO1
PRKAR2B,2.8398906458656e-15,1.39734383228123,0.017,0.256,5.56959353467162e-11,3,PRKAR2B
PLXNB1,3.23764022642563e-15,1.92475332482473,0.017,0.255,6.34966001206594e-11,3,PLXNB1
SENP11,3.32809437982806e-15,1.18638362900611,0.017,0.255,6.52705869771879e-11,3,SENP1
CEP78,3.89930100590644e-15,1.86335790543458,0.017,0.254,7.64730913278371e-11,3,CEP78
GORASP1,4.56746208143726e-15,1.4331422854012,0.017,0.253,8.95770663411476e-11,3,GORASP1
ERLIN1,4.59828809259537e-15,1.69383081783349,0.025,0.271,9.01816260719805e-11,3,ERLIN1
PLK41,4.5982887981298e-15,2.1164014249088,0.025,0.271,9.01816399089216e-11,3,PLK4
ZNF568,5.25920321981622e-15,1.12860356383178,0.017,0.252,1.03143493547036e-10,3,ZNF568
E2F81,5.8409474292174e-15,0.310427336669259,0.017,0.251,1.14552660981812e-10,3,E2F8
PRPS21,6.13164753652292e-15,0.795625811002588,0.017,0.251,1.20253871486288e-10,3,PRPS2
RABL2B,6.14460354988391e-15,0.541860024181195,0.017,0.251,1.20507964820323e-10,3,RABL2B
HYKK,6.17059946114647e-15,0.854057418624469,0.017,0.251,1.21017796632005e-10,3,HYKK
ZNF76,6.24923543040003e-15,1.64649514551129,0.017,0.251,1.22560005261005e-10,3,ZNF76
PABPC1,6.45006856863273e-15,0.575554895830325,0.369,0.996,1.26498744768025e-10,3,PABPC1
TCF191,6.81314567881579e-15,2.1814477135578,0.021,0.26,1.33619413052935e-10,3,TCF19
TMEM19,6.82732191621809e-15,1.87838429530081,0.021,0.26,1.33897437420869e-10,3,TMEM19
MED20,7.33033545645455e-15,1.56433637605521,0.017,0.25,1.43762538971987e-10,3,MED20
TNNI2,7.33033663833774e-15,1.60357101480582,0.017,0.25,1.4376256215108e-10,3,TNNI2
ATP5MC1,7.59995153437083e-15,0.464507816593703,0.356,0.991,1.49050249492081e-10,3,ATP5MC1
TK2,7.75872688210695e-15,0.983814363255069,0.021,0.259,1.52164151611881e-10,3,TK2
C16orf70,7.98760819771646e-15,1.85965482843386,0.021,0.259,1.56652971973615e-10,3,C16orf70
JADE3,8.54226703123403e-15,0.642284676203094,0.017,0.25,1.67530941016562e-10,3,JADE3
PTGR2,8.56027349917685e-15,1.54933774384866,0.017,0.25,1.67884083865856e-10,3,PTGR2
PFDN2,8.83143820047795e-15,0.250015030512029,0.373,0.994,1.73202165987774e-10,3,PFDN2
ARHGEF261,9.26567458388657e-15,0.910438263966111,0.021,0.258,1.81718409939184e-10,3,ARHGEF26
AMFR,9.34286020081301e-15,1.57962686689892,0.021,0.258,1.83232174258345e-10,3,AMFR
SPEG,1.072363200151e-14,0.700289482729585,0.021,0.257,2.10311870813615e-10,3,SPEG
CCT5,1.15125061966221e-14,0.851849488364633,0.373,0.991,2.25783271528153e-10,3,CCT5
SEMA4A,1.16462199702507e-14,1.66152894409988,0.03,0.274,2.28405666056557e-10,3,SEMA4A
FCF1,1.27203631222052e-14,1.73410303313071,0.021,0.256,2.49471761552688e-10,3,FCF1
EXO11,1.37446870899893e-14,1.42925681874197,0.025,0.264,2.69560803208871e-10,3,EXO1
ST6GALNAC4,1.57863385429818e-14,1.51146833738981,0.03,0.272,3.09601671504959e-10,3,ST6GALNAC4
RPL35,1.60685446136502e-14,0.539368960274683,0.839,1,3.15136296962908e-10,3,RPL35
PPP1R12C,2.77998543001113e-14,2.18861494410756,0.021,0.251,5.45210742533783e-10,3,PPP1R12C
LAMTOR5,3.1873740516951e-14,0.485874914275187,0.364,0.994,6.25107799018443e-10,3,LAMTOR5
UHRF1BP1L,3.2455239990262e-14,1.89303018565707,0.021,0.25,6.36512166689019e-10,3,UHRF1BP1L
SPAG51,3.7494488310153e-14,0.952050670118998,0.021,0.25,7.35341904738721e-10,3,SPAG5
RPL13A,4.76880014953713e-14,0.812646017047826,0.742,1,9.35257085327221e-10,3,RPL13A
NDC801,5.51047347196091e-14,1.49911486058406,0.025,0.256,1.08071405732097e-09,3,NDC80
HIST1H4H1,6.18225584652455e-14,1.09519952318166,0.025,0.255,1.21246401662039e-09,3,HIST1H4H
SEC61G,6.33157108732422e-14,0.372148614621954,0.377,0.999,1.24174772164603e-09,3,SEC61G
HNRNPAB1,7.21371645855707e-14,0.519098040296437,0.377,0.993,1.41475407185221e-09,3,HNRNPAB
TRMT2B,7.47120404038835e-14,2.22568051979646,0.025,0.254,1.46525253640096e-09,3,TRMT2B
LAMTOR2,8.03310453371855e-14,0.325259595016128,0.369,0.995,1.57545246115288e-09,3,LAMTOR2
TMEM191B,8.4295661298652e-14,1.95261789766254,0.025,0.253,1.65320650938916e-09,3,TMEM191B
NDUFA11,1.11202579926516e-13,0.275183225360661,0.381,0.996,2.18090499751884e-09,3,NDUFA11
SERBP11,1.20003667258927e-13,0.347718873865748,0.39,0.997,2.35351192228207e-09,3,SERBP1
CENPW1,1.31013873799024e-13,0.773074425636629,0.356,0.956,2.56944409294645e-09,3,CENPW
SLC25A12,1.32901265933713e-13,2.02137571731812,0.025,0.25,2.60645962749197e-09,3,SLC25A12
HMGA1,1.95962468982621e-13,0.535194358544894,0.377,0.993,3.84321594168716e-09,3,HMGA1
ENSA,2.00349570108897e-13,0.446533261459079,0.381,0.993,3.92925576897568e-09,3,ENSA
RELB,2.29492110389617e-13,2.1618117936248,0.03,0.256,4.50079926896116e-09,3,RELB
TPI1,2.37447814149507e-13,0.30712031194979,0.394,0.995,4.65682653110013e-09,3,TPI1
C1QBP,3.33059808075009e-13,0.568763713678281,0.377,0.994,6.53196895596708e-09,3,C1QBP
SNRPG1,4.07776612100833e-13,0.453062457624775,0.377,0.998,7.99731491652154e-09,3,SNRPG
NME11,8.89896343970879e-13,0.429780337566791,0.39,0.985,1.74526470979569e-08,3,NME1
RAB13,9.14435345812301e-13,0.780675487457451,0.398,0.997,1.79339060020709e-08,3,RAB13
TBCA,1.03571351723515e-12,0.488952098869514,0.373,0.994,2.03124135000158e-08,3,TBCA
ILF2,1.19320965034679e-12,0.333723643110851,0.398,0.994,2.34012276626013e-08,3,ILF2
DDIT4,1.38607733810065e-12,0.292912117935749,0.407,0.975,2.71837487548299e-08,3,DDIT4
UQCR10,2.51777401184064e-12,0.319728895978161,0.377,0.997,4.93785839202186e-08,3,UQCR10
HNRNPA3,2.55637244047469e-12,0.830443374952443,0.377,0.989,5.01355763025896e-08,3,HNRNPA3
VPS13B,2.56848702330338e-12,2.43220241467785,0.034,0.25,5.0373167501026e-08,3,VPS13B
EDF1,2.64535994246237e-12,0.340828986719432,0.386,0.996,5.18807991915719e-08,3,EDF1
CBX31,2.70542605548298e-12,0.423557254938485,0.394,0.998,5.30588158001321e-08,3,CBX3
MDH2,4.76649236126923e-12,0.378727123827583,0.394,0.995,9.34804481892121e-08,3,MDH2
SKP1,4.80144826750186e-12,0.281653061121983,0.394,0.994,9.41660034222464e-08,3,SKP1
ATP5F1D,2.52727630047546e-11,0.590229584743062,0.386,0.994,4.95649428049247e-07,3,ATP5F1D
YWHAQ,2.72051094940923e-11,0.293287082475031,0.403,0.997,5.33546607398139e-07,3,YWHAQ
TPM3,5.76335965710994e-11,0.44478938450701,0.424,0.997,1.1303100959524e-06,3,TPM3
GUK1,1.33086924569716e-10,0.309419794779041,0.398,1,2.61010076466127e-06,3,GUK1
ATP5MPL,1.97216648834356e-10,0.624659125947886,0.403,0.994,3.86781291693939e-06,3,ATP5MPL
COX5B,2.14274327222784e-10,0.254344636909701,0.411,0.998,4.20234810549324e-06,3,COX5B
CYCS1,3.03631104936609e-10,0.308073454242618,0.411,0.997,5.95481323001678e-06,3,CYCS
POMP,4.02365050900464e-10,0.507743006516211,0.407,0.995,7.8911833782599e-06,3,POMP
TXNDC17,4.74806252544299e-10,0.583088517421027,0.398,0.993,9.3119002248988e-06,3,TXNDC17
PRELID1,6.53702281192406e-10,0.517968548869193,0.403,0.994,1.28204091387455e-05,3,PRELID1
S100A11,8.34058277594859e-10,0.40014677203078,0.928,1,1.63575509401904e-05,3,S100A11
SNU13,1.09721875051002e-09,0.569832549437274,0.407,0.996,2.15186541350026e-05,3,SNU13
PTMA1,1.25129379772424e-09,0.41286705560914,0.958,1,2.45403739609678e-05,3,PTMA
MRPS26,1.74112857959397e-09,0.434163647910353,0.407,0.995,3.41470137029969e-05,3,MRPS26
RAN1,4.70652424250764e-09,0.342100119001901,0.424,0.994,9.23043534440599e-05,3,RAN
RPL37A,6.53909395196707e-09,0.507385953737844,0.873,1,0.000128244710585978,3,RPL37A
NDUFAB1,7.30418668014521e-09,0.55560974925542,0.415,0.994,0.000143249709171008,3,NDUFAB1
SNRPB1,9.23039772312331e-09,0.369087703751199,0.428,0.994,0.000181026560145894,3,SNRPB
SUB1,1.36596471808043e-08,0.375310881523161,0.436,0.996,0.000267893000509934,3,SUB1
SELENOW,2.30334951104975e-08,0.253914138779682,0.428,0.999,0.000451732906107077,3,SELENOW
MRPS21,2.7975614059141e-08,0.281895363379648,0.445,0.997,0.000548657742927873,3,MRPS21
CCT6A,4.76353444684547e-08,0.314135824489173,0.453,0.997,0.000934224375715334,3,CCT6A
NDRG1,2.6384664510034e-63,3.54768495384232,0.887,0.329,5.17456040370787e-59,4,NDRG1
MIR210HG,6.82189615810433e-58,2.44174811363215,0.684,0.141,1.33791027452742e-53,4,MIR210HG
CAMK1D,1.73063772725994e-50,4.35744395363928,0.398,0.041,3.3941267107022e-46,4,CAMK1D
P4HA11,2.04909891474093e-50,2.34066227949847,0.789,0.273,4.01869279158991e-46,4,P4HA1
RRAGD,2.13040620172707e-50,4.1504599629164,0.481,0.073,4.17815264282714e-46,4,RRAGD
PFKP,4.71494183959235e-49,4.91631408852833,0.361,0.033,9.24694393580852e-45,4,PFKP
ADM,1.80769795598568e-48,6.13431728420244,0.286,0.016,3.54525723127912e-44,4,ADM
IER3,2.05565586166769e-48,2.95499096305571,0.977,0.751,4.03155227590267e-44,4,IER3
EGLN3,2.12877022350909e-48,4.55951683067554,0.519,0.091,4.17494416234603e-44,4,EGLN3
MALAT11,9.76670935707768e-46,1.39486141861695,0.992,0.931,1.91544703911007e-41,4,MALAT1
DNAH111,1.75519312810696e-44,2.43132243126223,0.654,0.187,3.44228476284337e-40,4,DNAH11
EMP11,1.19737374105572e-43,2.91403197101296,0.549,0.112,2.34828938095848e-39,4,EMP1
KRT19,1.24855293610916e-42,1.10285307513983,1,0.946,2.44866201829729e-38,4,KRT19
C4orf3,1.50368156165168e-40,1.3246756031238,0.992,0.846,2.94902027871128e-36,4,C4orf3
COL6A2,2.30686111475978e-40,1.93564523063167,0.917,0.608,4.52421601826688e-36,4,COL6A2
FBXO32,4.41217098695463e-40,2.56966557856512,0.94,0.637,8.65314973961542e-36,4,FBXO32
ERO1A,6.44610945523313e-40,4.08614874292777,0.586,0.159,1.26421098636032e-35,4,ERO1A
NEAT11,6.37879493964975e-39,1.28646015099109,0.992,0.819,1.25100926356411e-34,4,NEAT1
FZD8,7.59311678604893e-39,3.45481028883258,0.549,0.134,1.48916206407992e-34,4,FZD8
CA9,3.74513162409569e-37,2.23432429220759,0.519,0.121,7.34495214117647e-33,4,CA9
BNIP3L,3.89309327974046e-37,1.72457732412876,0.925,0.61,7.635134540227e-33,4,BNIP3L
EGFR1,6.28404924127216e-37,2.47652554276181,0.647,0.218,1.2324277371983e-32,4,EGFR
ANKRD37,1.37317174738138e-36,3.03216656946261,0.684,0.248,2.69306443096437e-32,4,ANKRD37
DHRS3,4.60494937687209e-36,2.41062936411653,0.579,0.163,9.03122671792154e-32,4,DHRS3
TFCP2L11,5.90792959657766e-36,1.58020735879389,0.955,0.713,1.15866315248081e-31,4,TFCP2L1
VEGFA,8.84051334992585e-36,2.42811109602142,0.925,0.633,1.73380147818746e-31,4,VEGFA
OPTN,9.08077727690489e-35,2.74776795650498,0.549,0.151,1.78092203954659e-30,4,OPTN
SLC16A3,8.03839257657085e-34,4.36042288079215,0.271,0.028,1.57648955211707e-29,4,SLC16A3
TPT1,9.47938915033153e-34,0.539860446102796,0.992,0.944,1.85909780016302e-29,4,TPT1
CD24,1.75565818407925e-33,0.760731522105498,1,0.96,3.44319683061622e-29,4,CD24
MGP,1.2315120558517e-32,1.21824140449467,1,0.997,2.41524144393635e-28,4,MGP
UBE2H1,1.39807639458346e-32,1.08022898696618,0.985,0.766,2.74190742505708e-28,4,UBE2H
BHLHE401,8.21116426751463e-32,2.36843006661004,0.639,0.225,1.61037353614497e-27,4,BHLHE40
BNIP3,9.35670637080474e-32,1.48985336888917,0.985,0.785,1.83503725344223e-27,4,BNIP3
BLVRB1,2.52623297762013e-31,1.0188633436294,0.94,0.696,4.9544481157086e-27,4,BLVRB
GSN,2.56294064758626e-31,1.32160585150468,0.932,0.623,5.02643919804617e-27,4,GSN
SAT11,4.35955987356422e-31,2.74306611962813,0.88,0.543,8.54996882403414e-27,4,SAT1
ATP1A1,6.66773779202969e-31,1.13509983423336,0.977,0.793,1.30767673577286e-26,4,ATP1A1
AL133453.1,6.92147665671227e-31,2.90935898546024,0.391,0.077,1.35744000191441e-26,4,AL133453.1
CEBPD1,1.54921706568008e-30,2.50298982558202,0.812,0.446,3.03832450921177e-26,4,CEBPD
MT-ND21,1.65762771549679e-30,0.772657622610298,1,0.925,3.25093947563231e-26,4,MT-ND2
S100A10,1.26174158643811e-29,1.17504793544169,1,0.888,2.47452759932243e-25,4,S100A10
ORAI3,1.735486403719e-29,2.97163236707962,0.459,0.118,3.40363593497369e-25,4,ORAI3
PNRC11,3.25367713380027e-29,1.01082116043661,0.985,0.776,6.38111159480909e-25,4,PNRC1
CCDC107,1.33572211184764e-28,1.14647191801796,0.962,0.712,2.61961820575559e-24,4,CCDC107
AHNAK1,1.52611214130964e-28,1.46029594180382,0.917,0.635,2.99301113153647e-24,4,AHNAK
VIM,2.15009013772586e-28,1.87462211973439,0.985,0.808,4.21675677810795e-24,4,VIM
KIAA0040,6.05135986984408e-28,2.62897754035912,0.579,0.205,1.18679269767382e-23,4,KIAA0040
DUSP4,1.91780152339263e-27,2.02318811177538,0.812,0.48,3.76119234767763e-23,4,DUSP4
CAST,2.87304559745604e-27,1.27954868376592,0.925,0.719,5.63461702573079e-23,4,CAST
SLC2A1,6.28547034078673e-27,3.05328530413835,0.654,0.324,1.23270644323509e-22,4,SLC2A1
